iter	RMSE
399	11.01903946
400	11.01814648
401	11.0171831
402	11.01635689
403	11.01590366
404	11.01507189
405	11.01419293
406	11.0132625
407	11.01253749
408	11.01187763
409	11.01137607
410	11.01058786
411	11.0101162
412	11.00975768
413	11.00927657
414	11.0081245
415	11.00734677
416	11.00683605
417	11.00595029
418	11.00540356
419	11.00485016
420	11.00416436
421	11.00373096
422	11.00306367
423	11.00236538
424	11.00124988
425	11.00040343
426	10.99999302
427	10.99955059
428	10.99925653
429	10.99844195
430	10.99791471
431	10.99746251
432	10.99703
433	10.99626241
434	10.99543694
435	10.99466383
436	10.99424113
437	10.99386005
438	10.99344334
439	10.99257012
440	10.99157721
441	10.99127574
442	10.99065542
443	10.98995125
444	10.98961667
445	10.98894499
446	10.98864823
447	10.98802215
448	10.98766414
449	10.98684842
450	10.98613525
451	10.98534644
452	10.98500378
453	10.98391247
454	10.98347836
455	10.98272825
456	10.98196159
457	10.98155742
458	10.98092166
459	10.98055348
460	10.98013641
461	10.97930273
462	10.97848414
463	10.97805899
464	10.9772624
465	10.97684876
466	10.97649942
467	10.97623602
468	10.97561164
469	10.97503823
470	10.97470419
471	10.97419844
472	10.97342224
473	10.97288006
474	10.97233697
475	10.97188954
476	10.97137432
477	10.97110581
478	10.9708666
479	10.97043525
480	10.97000728
481	10.96957001
482	10.9693343
483	10.96886604
484	10.96815672
485	10.96770764
486	10.9672457
487	10.96698797
488	10.96656378
489	10.96579707
490	10.96519192
491	10.96467609
492	10.96383759
493	10.96353189
494	10.9629564
495	10.96245318
496	10.96197937
497	10.96144427
498	10.9612901
499	10.96076274
500	10.96057179
501	10.96025827
502	10.95974982
503	10.95935878
504	10.95902213
505	10.95864718
506	10.95817102
507	10.95762133
508	10.95728127
509	10.95675397
510	10.95654954
511	10.95603093
512	10.95553336
513	10.95508433
514	10.95480695
515	10.95448809
516	10.95403461
517	10.95341588
518	10.95297483
519	10.95274723
520	10.95219807
521	10.95176539
522	10.95121065
523	10.95077479
524	10.95060257
525	10.95003768
526	10.94958902
527	10.94905252
528	10.94867345
529	10.94842995
530	10.94810521
531	10.94799544
532	10.94759684
533	10.94696694
534	10.94646451
535	10.94604301
536	10.94535298
537	10.94493215
538	10.94474185
539	10.94440575
540	10.94412916
541	10.94366865
542	10.94341837
543	10.94279488
544	10.94238255
545	10.94193691
546	10.94175578
547	10.94157573
548	10.94129597
549	10.94097094
550	10.94034225
551	10.94015343
552	10.93984679
553	10.93949086
554	10.93915165
555	10.93865209
556	10.93843147
557	10.937874
558	10.93756653
559	10.93712085
560	10.93660505
561	10.93634812
562	10.9361766
563	10.93583446
564	10.93554592
565	10.93520675
566	10.93473068
567	10.93446893
568	10.9341811
569	10.93389466
570	10.93348906
571	10.9331864
572	10.93295359
573	10.93266494
574	10.93247348
575	10.9321817
576	10.93201908
577	10.93150366
578	10.93116777
579	10.93096165
580	10.93065531
581	10.93043907
582	10.93014509
583	10.92996275
584	10.92948243
585	10.92906185
586	10.92893661
587	10.92873834
588	10.92853239
589	10.92820341
590	10.92795057
591	10.92770917
592	10.92725539
593	10.92696394
594	10.9267525
595	10.92653421
596	10.92619178
597	10.92591941
598	10.92564521
599	10.9255432
600	10.92540854
601	10.92519269
602	10.92501207
603	10.92463745
604	10.92436575
605	10.92418772
606	10.92398734
607	10.92375086
608	10.92335858
609	10.92301832
610	10.92289502
611	10.92276117
612	10.92253629
613	10.9222689
614	10.92210768
615	10.92176673
616	10.92140585
617	10.92116633
618	10.92107784
619	10.9208599
620	10.92070654
621	10.92036969
622	10.92011916
623	10.9197812
624	10.91961115
625	10.91938861
626	10.91915577
627	10.9187523
628	10.91866438
629	10.91852668
630	10.91822599
631	10.91811437
632	10.91773057
633	10.91744153
634	10.9172086
635	10.91707938
636	10.91670818
637	10.91644952
638	10.91625455
639	10.91607513
640	10.91590228
641	10.91575847
642	10.91561925
643	10.91540719
644	10.91519427
645	10.91475405
646	10.91456167
647	10.91446131
648	10.91416695
649	10.91387101
650	10.91362184
651	10.91347456
652	10.91314198
653	10.91285849
654	10.91268249
655	10.9123589
656	10.91214016
657	10.91179181
658	10.91163012
659	10.91147836
660	10.91127649
661	10.91105014
662	10.91089665
663	10.91064049
664	10.91041346
665	10.91021824
666	10.91000831
667	10.90984414
668	10.90957884
669	10.90939443
670	10.90928212
671	10.90916966
672	10.908877
673	10.90874968
674	10.90862393
675	10.90836542
676	10.90829015
677	10.90804636
678	10.90790865
679	10.90765497
680	10.90741054
681	10.90717101
682	10.90703762
683	10.90692347
684	10.90674865
685	10.90660662
686	10.90649994
687	10.90639224
688	10.90619837
689	10.90609201
690	10.90586121
691	10.90561915
692	10.90539373
693	10.90523885
694	10.90490337
695	10.90472129
696	10.90454312
697	10.90436286
698	10.9042231
699	10.9039799
700	10.90381533
701	10.90372535
702	10.9034689
703	10.90337532
704	10.9032561
705	10.90306986
706	10.90297921
707	10.90283043
708	10.90263198
709	10.90248068
710	10.90230532
711	10.90222628
712	10.90207037
713	10.90182565
714	10.90173224
715	10.9016408
716	10.9014976
717	10.9014001
718	10.90119987
719	10.90107172
720	10.90088454
721	10.90079216
722	10.90065663
723	10.90045257
724	10.90026962
725	10.9000544
726	10.89984851
727	10.89967914
728	10.89949266
729	10.89932948
730	10.89916862
731	10.8990253
732	10.89891391
733	10.89874635
734	10.89857361
735	10.89845822
736	10.89832254
737	10.89821979
738	10.89811455
739	10.89792976
740	10.89777301
741	10.89754965
742	10.89747713
743	10.8973508
744	10.89720048
745	10.89708571
746	10.89703427
747	10.89691444
748	10.89685001
749	10.89674242
750	10.89655652
751	10.89645914
752	10.89639955
753	10.89625936
754	10.89607267
755	10.89599418
756	10.89592511
757	10.89576288
758	10.89558784
759	10.89545863
760	10.89532951
761	10.89519149
762	10.89504534
763	10.89497578
764	10.89491024
765	10.89476383
766	10.89461509
767	10.89451406
768	10.89448026
769	10.89439483
770	10.89423246
771	10.89409569
772	10.89397686
773	10.89386686
774	10.89374669
775	10.89363801
776	10.89350907
777	10.89341059
778	10.89332996
779	10.89323969
780	10.89317256
781	10.89307908
782	10.89291791
783	10.89280798
784	10.8927208
785	10.89264218
786	10.89255775
787	10.8924021
788	10.89226542
789	10.89220155
790	10.89196236
791	10.8918608
792	10.89179887
793	10.89166676
794	10.89154051
795	10.8914035
796	10.89128546
797	10.89113646
798	10.89103059
799	10.8909045
800	10.89076345
801	10.89068603
802	10.8906007
803	10.89044423
804	10.89034619
805	10.89022713
806	10.89017199
807	10.89008023
808	10.89002258
809	10.8899464
810	10.88982258
811	10.88972206
812	10.88952889
813	10.88939754
814	10.88933654
815	10.88928483
816	10.88917936
817	10.88906816
818	10.88891437
819	10.88885813
820	10.88874879
821	10.88858857
822	10.88846216
823	10.88832857
824	10.88825626
825	10.8880683
826	10.88792443
827	10.88787174
828	10.88775872
829	10.8877092
830	10.88765952
831	10.88757532
832	10.88744079
833	10.88733663
834	10.88726365
835	10.88720207
836	10.88710456
837	10.88703034
838	10.88698613
839	10.88691547
840	10.88681623
841	10.88676213
842	10.88670653
843	10.88663275
844	10.88652608
845	10.88646095
846	10.88636185
847	10.88630227
848	10.88624821
849	10.88618529
850	10.88610236
851	10.88596727
852	10.88588285
853	10.8858334
854	10.88577838
855	10.88573424
856	10.88564604
857	10.88550894
858	10.88544196
859	10.8853522
860	10.88525818
861	10.88519862
862	10.88516361
863	10.88510982
864	10.88506771
865	10.88499876
866	10.88491145
867	10.88482013
868	10.88476954
869	10.88472128
870	10.88465412
871	10.88454578
872	10.88448336
873	10.88436768
874	10.88430628
875	10.88425293
876	10.88422703
877	10.88413427
878	10.88406614
879	10.88397332
880	10.88390479
881	10.88380754
882	10.88377101
883	10.88371905
884	10.88361973
885	10.88353366
886	10.88347559
887	10.88343637
888	10.88338251
889	10.88329172
890	10.8832478
891	10.88313963
892	10.88303802
893	10.88297766
894	10.88288713
895	10.882743
896	10.88269328
897	10.8826401
898	10.88255586
899	10.88248672
900	10.88239774
901	10.88234414
902	10.88232445
903	10.88223986
904	10.88217202
905	10.88211282
906	10.88205477
907	10.88198073
908	10.88192637
909	10.88187702
910	10.88180006
911	10.88175222
912	10.88165844
913	10.88158224
914	10.88151225
915	10.88144408
916	10.88134337
917	10.88131214
918	10.88127834
919	10.88119966
920	10.88113901
921	10.88110204
922	10.88103358
923	10.88100571
924	10.88097846
925	10.88092869
926	10.88087736
927	10.88080972
928	10.88068361
929	10.88061083
930	10.88055891
931	10.88051663
932	10.88045868
933	10.88038286
934	10.88029622
935	10.88022542
936	10.88015193
937	10.88011123
938	10.88003904
939	10.8800135
940	10.87995478
941	10.87986433
942	10.8798361
943	10.87979681
944	10.87974714
945	10.87967961
946	10.879632
947	10.87954148
948	10.87948238
949	10.879436
950	10.87938064
951	10.87930321
952	10.87926726
953	10.87918574
954	10.87912152
955	10.87909269
956	10.8790412
957	10.87901046
958	10.87895045
959	10.8789116
960	10.87888421
961	10.87881673
962	10.87877457
963	10.87873845
964	10.87869772
965	10.87863496
966	10.87856012
967	10.8784871
968	10.87842087
969	10.87838609
970	10.87836077
971	10.8783267
972	10.87826184
973	10.8782017
974	10.87814514
975	10.87807703
976	10.87803564
977	10.87800325
978	10.87790223
979	10.87782157
980	10.87778033
981	10.87774088
982	10.8776738
983	10.87761462
984	10.87753911
985	10.87747936
986	10.87741354
987	10.87737667
988	10.87730971
989	10.87725337
990	10.87722765
991	10.87717583
992	10.87712696
993	10.87707212
994	10.87701116
995	10.87698689
996	10.87692741
997	10.87691388
998	10.87689186
999	10.87686629
